0.0,0.0,         newline         newline rnbqkbnrnewline ppppppp.newline .......pnewline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline ppppppp.newline ........newline .......pnewline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline pppppp.pnewline ......p.newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline pppppp.pnewline ........newline ......p.newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline ppppp.ppnewline .....p..newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline ppppp.ppnewline ........newline .....p..newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline pppp.pppnewline ....p...newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline pppp.pppnewline ........newline ....p...newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline ppp.ppppnewline ...p....newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline ppp.ppppnewline ........newline ...p....newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline pp.pppppnewline ..p.....newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline pp.pppppnewline ........newline ..p.....newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline p.ppppppnewline .p......newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline p.ppppppnewline ........newline .p......newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline .pppppppnewline p.......newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline .pppppppnewline ........newline p.......newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkb.rnewline ppppppppnewline .....n..newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkb.rnewline ppppppppnewline .......nnewline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline r.bqkbnrnewline ppppppppnewline n.......newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline r.bqkbnrnewline ppppppppnewline ..n.....newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
0.0,0.0,         newline         newline rnbqkbnrnewline ppppppppnewline ........newline ........newline ........newline ........newline PPPPPPPPnewline RNBQKBNRnewline         newline         newline
